@    title "Electric Field"
@    xaxis  label "Time (ps)"
@    yaxis  label "MV/cm"
#time      Magnitude                     Efield_X                      Efield_Y                     Efield_Z
@type xy
10        3.647753646981e+01            1.126183726391e+01            -3.278541425243e+01           1.135333874437e+01            
20        2.461074322798e+01            1.821841027453e+01            -1.492836693107e+01           -7.135970156457e+00           
30        7.949752194589e+01            6.506583456595e+01            -4.265146829453e+01           1.634458381526e+01            
40        3.401786927324e+01            -5.518815313567e+00           2.758040724561e+01            -1.913319742209e+01           
50        5.163009221573e+01            -1.169639455755e+00           -4.715848159067e+01           2.098513711679e+01            
60        3.648525527155e+01            2.584274166041e+01            -2.490285302580e+01           -6.570728032648e+00           
70        2.943962037871e+01            -6.815960847173e+00           8.248509065271e+00            2.742619229810e+01            
80        5.620273913077e+01            -2.124677932670e+01           -4.630767484039e+01           -2.372596689116e+01           
90        7.145084584564e+01            1.335682053113e+01            -6.947753183823e+01           9.984552419871e+00            
100       7.348582916750e+01            9.594018231018e+00            -7.210897730027e+01           -1.041236261983e+01           
110       2.858917718647e+01            3.821654679051e-02            9.158254208164e+00            2.708257690017e+01            
120       5.035877820168e+01            1.219067065494e-01            -2.812441128700e+01           -4.177330691339e+01           
130       4.503167253403e+01            2.588401300033e+00            -4.438666974498e+01           7.139695992998e+00            
140       4.388403650616e+01            3.563953561847e+01            -2.405109027598e+01           -8.785056488774e+00           
150       4.881744249306e+01            4.774666552420e+01            -6.526426551171e+00           7.797716291038e+00            
160       2.221687510004e+01            1.567925804427e+01            1.310877292851e+01            -8.712661975591e+00           
170       4.680760159166e+01            4.202734759433e+01            -2.048498143911e+01           2.240347381171e+00            
180       6.538325184917e+01            -1.049565668360e+01           -3.428199598376e+01           5.467682840584e+01            
190       2.514339308630e+01            1.283217683128e+01            1.955351583758e+01            -9.229597610550e+00           
200       1.896477318221e+01            -8.991438695218e-01           -2.027501618472e+00           -1.883463297602e+01           
210       2.539956747795e+01            1.045306421897e+01            -2.255285549869e+01           -5.219213097448e+00           
220       3.746330871279e+01            7.900294654921e+00            4.653907524795e+00            -3.632390382139e+01           
230       3.736513277962e+01            9.717474011372e+00            -3.607124968665e+01           -7.673281695605e-01           
240       1.672930241785e+01            1.541267700883e+01            7.379297747596e-01            6.463312344048e+00            
250       5.689704872568e+01            1.696077035457e+01            -4.348331946184e+01           3.253932007973e+01            
260       3.146094360419e+01            2.316768525555e+01            -1.221903824967e+01           1.742826545066e+01            
270       2.810338276296e+01            9.079052383645e+00            -8.771114757365e+00           -2.510853393668e+01           
280       3.078100951098e+01            2.060386842796e+01            2.215984696840e+01            5.647329869562e+00            
290       6.739724414942e+01            2.810313890643e+01            -3.182497832807e+01           -5.234283959589e+01           
300       3.526066272894e+01            3.326822783930e+01            1.112167867490e+01            3.584357120670e+00            
310       4.671442825878e+01            2.967820215650e+01            -3.582352399450e+01           4.256436645635e+00            
320       3.477982666879e+01            6.520851512862e+00            -3.416264012662e+01           -1.698771239338e-01           
330       2.650748051230e+01            -1.114103276869e+00           -2.123026904754e+01           1.583290791887e+01            
340       4.382273079723e+01            1.888605145181e+01            -3.884555810464e+01           7.400770948033e+00            
350       1.851587664600e+01            1.320409262356e+01            6.818899310689e+00            1.104500964912e+01            
