-200.0                        1.8377584902237322e-285
-199.5995995995996            2.086022698900419e-284
-199.1991991991992            2.357055202698431e-283
-198.7987987987988            2.651188534714083e-282
-198.3983983983984            2.9684627940570424e-281
-197.997997997998             3.3085884400594356e-280
-197.5975975975976            3.6709124781845255e-279
-197.1971971971972            4.054389416774782e-278
-196.7967967967968            4.4575583748052256e-277
-196.3963963963964            4.878527669108582e-276
-195.995995995996             5.314968101473432e-275
-195.5955955955956            5.764116000275207e-274
-195.1951951951952            6.222786848966134e-273
-194.7947947947948            6.687400058963644e-272
-194.3943943943944            7.154015124147805e-271
-193.993993993994             7.618379037827223e-270
-193.5935935935936            8.075984472942609e-269
-193.1931931931932            8.522137836702131e-268
-192.7927927927928            8.952035927407568e-267
-192.3923923923924            9.360849560569903e-266
-191.991991991992             9.743812210203435e-265
-191.5915915915916            1.0096311444837498e-263
-191.1911911911912            1.0413980740640258e-262
-190.7907907907908            1.0692789137517099e-261
-190.3903903903904            1.0929126176354336e-260
-189.98998998999              1.1119879621435543e-259
-189.5895895895896            1.12625036318678e-258
-189.1891891891892            1.1355075295651086e-257
-188.7887887887888            1.1396337771700238e-256
-188.3883883883884            1.1385728686890504e-255
-187.987987987988             1.1323392891212923e-254
-187.5875875875876            1.1210179166611615e-253
-187.1871871871872            1.1047620994078796e-252
-186.7867867867868            1.0837901988196787e-251
-186.3863863863864            1.0583807088194382e-250
-185.985985985986             1.0288661030550575e-249
-185.5855855855856            9.956256002737246e-249
-185.1851851851852            9.590770677162876e-248
-184.7847847847848            9.196683038081714e-247
-184.3843843843844            8.778679535699435e-246
-183.983983983984             8.341563128978435e-245
-183.5835835835836            7.89016271387036e-244
-183.1831831831832            7.429246282852479e-243
-182.7827827827828            6.963439934659912e-242
-182.3823823823824            6.497154562567251e-241
-181.981981981982             6.0345217101458e-240
-181.5815815815816            5.579339711517917e-239
-181.1811811811812            5.135030845247904e-238
-180.7807807807808            4.7046098434823996e-237
-180.3803803803804            4.290663726007714e-236
-179.97997997998              3.895342586029081e-235
-179.5795795795796            3.5203606517557975e-234
