@    title "Magnitude of Electric Field"
@    xaxis  label "Residues"
@    yaxis  label "MV/cm"
#time  EField_Magnitude
@type xydy
21        8.788289172461e-01            4.846376501283e-02            
22        2.925733432750e+00            3.170194270944e-02            
23        7.137293294780e+00            8.759531842284e-02            
24        8.987402804633e-02            1.561891765468e-02            
25        7.915490919413e-02            1.987694210421e-02            
26        5.091636482417e-02            1.330723841908e-02            
27        5.425626528191e-02            2.049004056202e-02            
28        7.752001758890e-02            2.302979783129e-02            
29        4.970299049984e-02            1.189495321150e-02            
30        2.502520879512e-01            2.242923530864e-02            
31        2.415139842402e-01            2.712503733149e-02            
32        1.361872304473e-01            1.419637739947e-02            
33        3.151130180385e-01            1.349360190809e-02            
34        5.482122309781e-01            6.169222613118e-02            
35        4.990259777706e-01            2.088647301971e-02            
36        3.685322558509e-01            9.798416226226e-03            
37        5.648153729706e-01            6.912676895083e-02            
38        5.485454177885e-01            2.049455919667e-02            
39        5.709597318345e-01            2.830541613712e-02            
40        3.614676185285e-01            9.222228768991e-03            
41        2.031594640970e-01            1.791999968747e-02            
42        2.783144647237e-01            5.755471163154e-02            
43        5.849784588714e-02            2.362480847494e-02            
44        1.147141599437e-01            2.376002586126e-02            
45        1.175524272351e-01            1.746413246676e-02            
46        9.088117423547e+00            9.274351522624e-02            
47        2.263740514114e-01            2.616632339664e-02            
48        5.494198955870e-01            2.431188821346e-02            
49        5.926917348248e+00            6.695616945305e-02            
50        1.447393202240e-01            2.271939224145e-02            
51        1.004750873393e-01            2.954666296828e-02            
52        8.931810937337e+00            9.738253176984e-02            
53        2.463837942770e-01            3.943063064634e-02            
54        1.877347629145e-01            3.967353919936e-02            
55        4.723448705303e-01            1.553052753660e-01            
56        5.558781534991e-01            1.269766414511e-01            
57        9.131086539209e-01            8.147742806998e-02            
58        2.972537308561e+00            9.175987422129e-02            
59        3.718557313113e+00            7.497956939203e-01            
60        3.329691020628e+00            3.706160245186e-01            
61        3.039849421025e+00            2.973577356576e-01            
62        1.134509880113e+01            6.689910274813e-01            
63        1.460151708551e+02            1.002328522218e+01            
64        1.105118884879e+02            8.142055522109e+00            
65        3.388651735002e+01            2.250343050807e+00            
66        8.324580231524e+00            8.246896030820e-01            
67        5.752862457847e-01            2.370279471347e-01            
68        2.896463945161e+01            5.067740180063e-01            
69        2.958890053225e+00            1.643282490298e-01            
70        1.038880788070e+00            2.940585316709e-01            
71        1.061397308573e+00            7.628766628535e-02            
72        2.270751890445e-01            1.176933532690e-01            
73        1.513085049714e-01            3.203440320255e-02            
74        5.593555307108e+00            7.656893645584e-02            
75        1.348197657895e-01            1.766571333981e-02            
76        3.884194059471e-01            4.274631237552e-02            
77        1.098262789308e+01            1.668560761436e-01            
78        3.329890222867e-01            1.940778067965e-02            
79        8.052223032575e-01            2.436577013300e-02            
80        1.045009070576e+00            8.404728614603e-02            
81        1.113251563825e+00            3.395891916050e-02            
82        9.059457454829e-01            2.845855302719e-02            
83        1.410336187914e+00            6.121462134144e-02            
84        1.625300151597e+00            1.130760491752e-01            
85        1.183716363703e+00            7.546036018044e-02            
86        6.546800719925e-01            6.407840539194e-02            
87        3.387851131897e-01            7.301565447742e-02            
88        3.385963866818e-01            1.335605010796e-01            
89        7.615560708198e-01            9.145459790436e-02            
90        2.792570539054e-01            5.094345861983e-02            
91        7.535282688836e-01            8.227071400634e-02            
92        1.814207416362e+00            1.931923878875e-01            
93        9.295044035459e-02            4.069825368505e-02            
94        3.925611488807e-01            3.951683088749e-02            
95        1.265832878835e+00            6.009937325278e-02            
96        1.453320897231e+00            9.960800669929e-02            
97        9.128996841078e+00            1.735185795006e-01            
98        5.909709254015e-01            2.173731169482e-02            
99        8.078989139910e-01            2.439395504341e-02            
100       4.200293538579e-01            1.928996640917e-02            
101       9.512539468586e-02            3.271944549639e-02            
102       3.230097646483e-01            9.216771296618e-03            
103       3.260478374499e-01            6.043140303121e-02            
104       3.261963606642e-01            1.294064490834e-02            
105       1.679627958936e-01            8.479144087928e-03            
106       3.311850626425e-01            3.937539460609e-02            
107       2.789524442251e-01            8.898992681456e-03            
108       1.765141077063e-01            7.827339880676e-03            
109       1.646836689078e-01            2.160110696082e-02            
110       2.972526663281e-01            2.567870937692e-02            
111       1.278829127454e-01            9.252921431992e-03            
112       6.576881287412e-02            6.599812556610e-03            
113       2.089601327535e+00            1.213355403985e-02            
1         5.525803516718e+01            6.209122031315e+00            
3         1.147192421713e+02            9.990816405679e+00            
4         1.797578723931e+01            6.994614725443e-01            
